"DB Name",Ingame Name Clarification,Un,IMG,Vision Info
,Placeholder Mystery car SCS,T1,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/4.Unspecified/Placeholder%20Mystery/Mystery%20Car%20(PorscheSalzburgRacingDesign).jpg,Added to the game as a Placeholder for mystery cars during Supercar Science.
,Placeholder Mystery car,T1,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/4.Unspecified/Placeholder%20Mystery/Mystery%20Car%20SCS%20(PorscheSalzburgRacingDesign).jpg,Added to the game as a Placeholder for mystery cars.
,Chevrolet Rocket Bunny Corvette Stingray,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Chevrolet/Season%20127%20-%20Chevrolet%20Rocket%20Bunny%20Corvette%20Stingray/Chevrolet%20Rocket%20Bunny%20Corvette%20Stingray%20(ArcticWhite).jpg,Added into the game in Update 3.0.2 and released in Season 127 (April 29, 2021 - May 13, 2021) as a Crew Season car (Top 10 Crews).
,Chevrolet Sting Ray (FnF),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Chevrolet/Chevrolet%20Sting%20Ray/Chevrolet%20Sting%20Ray%20(RedHot).jpg,Added into the game in Update 1.12.0 and released in Season 28 (July 13, 2017 - July 27, 2017) as a paid Fast and Furious 8: The Fate Of The Furious event car.
,Dodge 2015 Challenger R/T Shaker (FnF),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Dodge/Dodge%20Challenger%20RT%20Shaker/Dodge%20Challenger%20RT%20Shaker%202015%20(SublimeGreen).jpg,Added into the game in Update 2.16.0 and released in Season 114 (October 29, 2020 - November 12, 2020) as a featured paid car in a Fast and Furious event.
,Dodge Charger SRT Hellcat Widebody,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Dodge/Dodge%20Charger%20SRT%20Hellcat/Dodge%20Charger%20SRT%20Hellcat%20(F8Green).jpg,Added into the game in Update 2.13.0 and released in Season 106 (July 9, 2020 - July 23, 2020) as a Gift (Free) car for the American Road Trip 1: Philadelphia event (Made In America 3).
,Dodge Charger SRT Hellcat Widebody 50th Anniversary Edition,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Dodge/Dodge%20Charger%20SRT%20Hellcat%2050th%20Anniversary%20Edition/Dodge%20Charger%20SRT%20Hellcat%2050th%20Anniversary%20Edition%20(B5BluePearl).jpg,Added into the game in Update 2.13.0 and released in Season 106 (July 9, 2020 - July 23, 2020) as a Prize car for the American Road Trip 1: Philadelphia event (Made In America 3).
,Dodge Viper ACR,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Dodge/Season%20004%20-%20Dodge%20Viper%20ACR/Dodge%20Viper%20ACR%20(AdrenalineRed).jpg,Added into the game in Update 1.5.0 and released in Season 4 (August 11, 2016 - August 25, 2016) as a Crew Milestone car.
,Dodge Viper ACR,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Dodge/Season%20004%20-%20Dodge%20Viper%20ACR/Dodge%20Viper%20ACR%20(BilletSilver).jpg,Added into the game in Update 1.5.0 and released in Season 4 (August 11, 2016 - August 25, 2016) as a Crew Season car (Top 3).
,Daniel's Dodge Viper ACR,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Dodge/%23Daniel's%20Dodge%20Viper%20ACR/Daniel's%20Dodge%20Viper%20ACR(BilletSilver).jpg,Added to CSR Racing 2 around May, 2016 - June, 2016 as a future Elite License Boss car and yet to be released.
,Dodge Viper GTS (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Dodge/Dodge%20Viper%20GTS/Dodge%20Viper%20GTS%20(AdrenalineRed).jpg,It was added in CSR Racing 2 around May, 2016 - June, 2016.
,Dodge Viper GTS (E.C. Level 50),T4,https://raw.githubusercontent.com/Nitro4CSR/ProjectMedia/main/ET-EC%20Specs%20Shots/2023-01-11_2.png,The car was added into the Elite Customs feature, in Update 2.15.0 and introduced in Season 109 (August 20, 2020 - September 3, 2020) as a part of the Elite Customs: Made In America car collection.
,Dodge Viper Snakeskin Edition GTC,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Dodge/Dodge%20Viper%20Snakeskin%20Edition%20GTC/Dodge%20Viper%20Snakeskin%20Edition%20GTC%20(SnakeskinGreen).jpg,Added into the game in Update 1.20.0 and released in Season 53 (June 28, 2018 - July 12, 2018) as a Gift (Free) car for the Made In America I event.
,Ferrari California T ''70th Anniversary'',T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ferrari/Ferrari%20California%20T%20'70th%20Anniversary'/Ferrari%20California%20T%20''70th%20Anniversary''%20(ArgentoNurburgring).jpg,Added into the game in Update 1.13.0 and released in Season 33 (September 21, 2017 - October 5, 2017) as a featured paid car in the Ferrari "70th Anniversary" Series.

For the WR tune, set the Transmission to Stage 5!
,Ferrari F40,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Ferrari/Season%20007%20-%20Ferrari%20F40/Ferrari%20F40%20(GialloModena).jpg,The model got reused from CSR Racing 1 and it was added in CSR Racing 2 around May, 2016 - June, 2016 and released in Season 7 (September 22, 2016 - October 6, 2022) as a Crew Milestone car.
,Ferrari F40,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ferrari/Season%20007%20-%20Ferrari%20F40/Ferrari%20F40%20(BiancoAvus).jpg,Added into the game in Update 1.6.0 and released in Season 7 (September 22, 2016 - October 6, 2016) as a Crew Season car (Top 3).

For the WR tune, don't install 1 rare (blue) Engine fusion!
,Ferrari F50,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Ferrari/Ferrari%20F50/Ferrari%20F50%20(ArgentoNurburgring).jpg,Added into the game in Update 1.19.0 and released in Season 49 (May 3, 2018 - May 17, 2018) as a pullable gold starred version of the Tempe5t 3 Boss car.
,Donna's Ferrari F50,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ferrari/%23Donna's%20Ferrari%20F50/Donna's%20Ferrari%20F50%20(RossoCorsa).jpg,Added into the game in Update 1.19.0 and released in Season 49 (May 3, 2018 - May 17, 2018) as a winnable Tempe5t 3 Boss car.
,Ferrari Purosangue,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Ferrari/Season%20197%20-%20Ferrari%20Purosangue/Ferrari%20Purosangue%20(BluTourDeFrance).jpg,Added into the game in OTA Update 4.8.2 and released in Season 196 (December 21, 2023 - January 4, 2024) as a Season Milestone car.
,Ferrari Purosangue,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ferrari/Season%20197%20-%20Ferrari%20Purosangue/Ferrari%20Purosangue%20(GrigioSilverstone).jpg,Added into the game in OTA Update 4.8.2 and released in Season 196 (December 21, 2023 - January 4, 2024) as a Crew Season car (Top 10 Crews).
,Ford 1966 GT40 Mk2 (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/3.Legends/2.Restored/Ford/Ford%20GT40%20Mk2/Ford%20GT40%20Mk2%20(Black).jpg,Added into the game in Update 2.2.0 and released in Season 70 (February 21, 2019 - March 7, 2019) as a part of the Legends campaign. Unlockable after completing the Performance Ford events.
,Ford 1966 GT40 Mk2 (E.C. Level 35),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/3.Legends/2.Restored/Ford/Ford%20GT40%20Mk2/Ford%20GT40%20Mk2%20(Black).jpg,The car was added into the Elite Customs feature, in Update 2.11 and introduced in Season 96 (February 20, 2020 - March 5, 2020) as a part of the Elite Customs: Legends V.1 car collection.
,Ford 1966 GT40 Mk2 #1,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ford/Ford%20GT40%20Mk2%20%231/Ford%20GT40%20Mk2%20%231%20(Blue).jpg,Added into the game in Update 2.11 and released in Season 96 (February 20, 2020 - March 5, 2020) as a Prize car for the Elite Customs Legends V.1 car collection.
,Ford 2005 GT,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Ford/Ford%20GT%202005/Ford%20GT%202005%20(CentennialWhite).jpg,Added into the game in Update 2.14.0 and released in Season 109 (August 20, 2020 - September 3, 2020) as a featured gold star car in the American Road Trip 1: Phoenix Gold/Evolution Cups.
,Ford 2006 GT ''Heritage Edition'',T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ford/Ford%20GT%20Heritage%20Edition%202006/Ford%20GT%20''HeritageEdition''%202006%20(HeritageBlue).jpg,Added into the game in Update 2.14.0 and released in Season 109 (August 20, 2020 - September 3, 2020) as an Evolution Cup Prize car in the American Road Trip 1: Phoenix Gold/Evolution Cups.
,Ford Escort MkI RS1600 (FnF),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ford/Ford%20Escort%20MkI%20RS1600/Ford%20Escort%20MkI%20RS1600%20(HouseofKolorBlue).jpg,Added into the game in Update 2.13.0 and released in Season 106 (July 9, 2020 - July 23, 2020) as a featured paid car in a Fast and Furious Finale event.
,Ford Jack Roush Edition Mustang,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/38d98fce1b6c01a3077b73fcc7949a4045d77521/2.Purple%20Star/Ford/Ford%20Jack%20Roush%20Edition%20Mustang/Ford%20Jack%20Roush%20Edition%20Mustang%20(VibrantRed).jpg,Added into the game in OTA Update 5.0.0 and released in Season 204 (April 24, 2024 - May 1, 2024) as a Prize car in the Icon Series 90's Series: Back Track event.
,Ford Mustang Dark Horse,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ford/Ford%20Mustang%20GT%20Dark%20Horse%202024/Ford%20Mustang%20GT%20Dark%20Horse%202024%20(GrabberBlue).jpg,Added into the game in Update 4.5.0 and released as a prize car in the 7th Anniversary event.

For the WR time equip Transmission Stage 5!
,Ford Mustang HPE750,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Ford/Ford%20Mustang%20HPE750/Ford%20Mustang%20HPE750%20(RubyRed).jpg,Added into the game in Update 1.20.0 and released in Season 53 (June 28, 2018 - July 12, 2018) as a Prestige Cup car.
,Kurtz's Ford Mustang HPE750,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ford/%23Kurtz's%20Ford%20Mustang%20HPE750/Kurtz's%20Ford%20Mustang%20HPE750%20(CrewTrueBlue).jpg,It was added in CSR Racing 2 around May, 2016 - June, 2016 as a main story winnable Boss car.
,Ford Mustang Mach-E GT Performance Edition,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Ford/Season%20177%20-%20Ford%20Mustang%20Mach-E-GT%20Performance/Ford%20Mustang%20Mach-E-GT%20Performance%20(GrabberBlue).jpg,Added into the game in Update 4.4.0 and released in Season 177 (March 30, 2023 - April 13, 2023) as a Crew Milestone car.
,Ford Mustang Mach-E GT Performance Edition,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ford/Season%20177%20-%20Ford%20Mustang%20Mach-E-GT%20Performance/Ford%20Mustang%20Mach-E-GT%20Performance%20(CyberOrange).jpg,Added into the game in Update 4.4.0 and released in Season 177 (March 30, 2023 - April 13, 2023) as a Crew Season car (Top 10 Crews).
,Ford Mustang Shelby GT350R,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Ford/Ford%20Shelby%20GT350R/Ford%20Shelby%20GT350R%20(OxfordWhite).jpg,The model got reused from CSR Racing 1 and it was added in CSR Racing 2 around May, 2016 - June, 2016. It had a Prestige Cup in Season 22 (April 20, 2017 - May 4, 2017). Initially the car was the Aston Martin Vanquish Carbon Edition, but later on was replaced with the current model.
,Altay's Ford Shelby GT350R,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Ford/%23Altay's%20Ford%20Mustang%20GT%20Premium/Altay's%20Ford%20Mustang%20GT%20Premium%20(ShadowBlack).jpg,Added to CSR Racing 2 around May, 2016 - June, 2016 as a future Elite License Boss car and yet to be released.
,Honda AIMGAIN GT NSX,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Honda/Season%20099%20-%20Honda%20AIMGAIN%20GT%20NSX/Honda%20AIMGAIN%20GT%20NSX%20(ThermalOrange).jpg,Added into the game in Update 2.9.3 and released in Season 99 (April 2, 2020 - April 16, 2020) as a Crew Milestone car.
,Honda AIMGAIN GT NSX,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Honda/Season%20099%20-%20Honda%20AIMGAIN%20GT%20NSX/Honda%20AIMGAIN%20GT%20NSX%20(Mako).jpg,Added into the game in Update 2.9.3 and released in Season 99 (April 2, 2020 - April 16, 2020) as a Crew Season car (Top 10 Crews).
,Honda AIMGAIN GT NSX (Evo),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Honda/Honda%20AIMGAIN%20GT%20Honda%20NSX/Honda%20AIMGAIN%20GT%20Honda%20NSX%20(MilanoRed).jpg,Added into the game in Update 2.16.0 and released in Season 117 (December 10, 2020 - December 24, 2020) as an Evolution Cup Prize car.
,Honda LB NSX (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Honda/Season%20044%20-%20Honda%20LB%20NSX/Honda%20LB%20NSX%20(7WGreen)%203.jpg,Added into the game in Update 1.16.0 and released in Season 44 (February 22, 2018 - March 8, 2018) as a Crew Milestone car.
,Honda LB NSX (E.C. Level 50),T4,https://raw.githubusercontent.com/Nitro4CSR/ProjectMedia/main/ET-EC%20Specs%20Shots/2023-01-11_1.png,The car was added into the Elite Customs feature, in Update 2.16.0 and introduced in Season 113 (October 15, 2020 - October 29, 2020) as a part of the Elite Customs: Street Racing Culture car collection.
,Honda LB NSX,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Honda/Season%20044%20-%20Honda%20LB%20NSX/Honda%20LB%20NSX%20(ChampionshipWhite).jpg,Added into the game in Update 1.16.0 and released in Season 44 (February 22, 2018 - March 8, 2018) as a Crew Season car (Top 10 Crews).
,Honda LB Works NSX-R,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Honda/Season%20163%20-%20Honda%20LB%20NSX-R/Honda%20LB%20NSX-R%20(SourceSilver)%201.jpg,Added into the game in OTA Update 4.0.x and released in Season 163 (September 15, 2022 - September 29, 2022) as a Crew Milestone car.
,Honda LB Works NSX-R,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Honda/Season%20163%20-%20HondaLB%20NSX-R/HondaLB%20NSX-R%20(BerlinaBlack).jpg,Added into the game in OTA Update 4.0.x and released in Season 163 (September 15, 2022 - September 29, 2022) as a Crew Season car (Top 10 Crews).
,Honda NSX (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Honda/Season%20022%20-%20Honda%20NSX/Honda%20NSX%20(NouvelleBlue).jpg,Added into the game in Update 1.10.0 and released in Season 22 ( April 20, 2017 - May 4, 2017) as a Crew Milestone car.
,Honda NSX (E.C. Level 50),T4,https://raw.githubusercontent.com/Nitro4CSR/ProjectMedia/main/ET-EC%20Specs%20Shots/2023-01-10_33.png,The car was added into the Elite Customs feature, in Update 2.12.0 and introduced in Season 103 (May 28, 2020 - June 11, 2020) as a part of the Elite Customs: Sports Cars car collection.

For the WR tune, don't install 3 epic (pink) Engine fusions!
,Honda NSX,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Honda/Season%20022%20-%20Honda%20NSX/Honda%20NSX%20(ValenciaRed).jpg,Added into the game in Update 1.10.0 and released in Season 22 ( April 20, 2017 - May 4, 2017) as a Crew Season car (Top 3). 

For the WR tune, don't install 1 epic (pink) Engine fusion!
,Honda NSX-R (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/3.Legends/2.Restored/Honda/Honda%20NSX-R/Honda%20NSX-R%20(GrandPrixWhite).jpg,Added into the game in Update 1.23 and released in Season 62 (November 1, 2018 - November 15, 2018) as a part of the Legends campaign.
,Honda NSX-R (E.C. Level 50),T4,https://raw.githubusercontent.com/Nitro4CSR/ProjectMedia/main/ET-EC%20Specs%20Shots/2023-01-11.png,The car was added into the Elite Customs feature, in Update 2.11.0 and introduced in Season 100 (April 16, 2020 - April 30, 2020) as a part of the Elite Customs: Legends V.2 car collection.
,Honda Rocket Bunny NSX (Easter III),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Honda/Honda%20Rocket%20Bunny%20NSX/Honda%20Rocket%20Bunny%20NSX%20(ChromeBlue).jpg,Added into the game in Update 2.18.2 and released in Season 124 (March 18, 2021 - April 1, 2021) as a Prize car for the Elite Tuners Rocket Bunny Easter event.
,Hyundai IONIQ 5 N,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Hyundai/Season%20189%20-%20Hyundai%20IONIQ%205%20N/Hyundai%20IONIQ%205%20N%20(PerformanceBlue).jpg,Added into the game in Update 4.7.0 and released in Season 189 (September 14, 2023 - September 28, 2023) as a Crew Milestone car.
,Hyundai IONIQ 5 N,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Hyundai/Season%20189%20-%20Hyundai%20IONIQ%205%20N/Hyundai%20IONIQ%205%20N%20(EcotoneGray).jpg,Added into the game in Update 4.7.0 and released in Season 189 (September 14, 2023 - September 28, 2023) as a Crew Season car (Top 10 Crews).
,INFINITI Project Black S,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Infiniti/Season%20097%20-%20Infiniti%20Project%20Black%20S/Infiniti%20Project%20Black%20S%20(INFINITIProjectBlackSSatinBlack).jpg,Added into the game in Update 2.9.3 and released in Season 97 (March 5, 2020 - March 19, 2020) as a Crew Milestone car.
,INFINITI Project Black S,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Infiniti/Season%20097%20-%20Infiniti%20Project%20Black%20S/Infiniti%20Project%20Black%20S%20(DynamicSunstoneRed).jpg,Added into the game in Update 2.9.3 and released in Season 97 (March 5, 2020 - March 19, 2020) as a Crew Season car (Top 10 Crews).
,Jaguar F-TYPE (FnF),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Jaguar/Jaguar%20F-TYPE/Jaguar%20F-TYPE%20(BritishRacingGreen).jpg,Added into the game in Update 1.10.0 and released in Season 22 (April 20, 2017 - May 4, 2017) as a paid Fast and Furious 8: The Fate Of The Furious event car.
,Jaguar F-TYPE R AWD Coupé,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Jaguar/Jaguar%20F-TYPE%20R%20AWD%20Coupe/Jaguar%20F-TYPE%20R%20AWD%20Coupe%20(BritishRacingGreen)%201.jpg,It was added in CSR Racing 2 around May, 2016 - June, 2016. It had a Prestige Cup in BETA Season 3 (June 16, 2016 - June 30, 2016).
,Jaguar XE SV Project 8 (FnF),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Jaguar/Jaguar%20XE%20SV%20Project%208/Jaguar%20XE%20SV%20Project%208%20(VelocityBlue).jpg,Added into the game in Update 3.8.0 and released in Season 153 (April 28, 2022 - May 12, 2022) as a featured paid car in the Fast and Furious 9: Showdown event.
,Jaguar XE SV Project 8,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Jaguar/Season%20088%20-%20Jaguar%20XE%20SV%20Project%208/Jaguar%20XE%20SV%20Project%208%20(ValenciaOrange)%201.jpg,Added into the game in Update 2.7.0 and released in Season 88 (October 31, 2019 - November 14, 2019) as a Crew Milestone car.
,Jaguar XE SV Project 8,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Jaguar/Season%20088%20-%20Jaguar%20XE%20SV%20Project%208/Jaguar%20XE%20SV%20Project%208%20(BritishRacingGreen).jpg,Added into the game in Update 2.7.0 and released in Season 88 (October 31, 2019 - November 14, 2019) as a Crew Season car (Top 10 Crews).
,Jeep Gladiator 'Rubicon',T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Jeep/Season%20179%20-%20Jeep%20Gladiator%20Rubicon/Jeep%20Gladiator%20Rubicon%20(Gobi).jpg,Added into the game in Update 4.4.0 and released in Season 179 (April 27, 2023 - May 11, 2023) as a Crew Milestone Prize car.
,Jeep Gladiator 'Rubicon',T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Jeep/Season%20179%20-%20Jeep%20Gladiator%20Rubicon/Jeep%20Gladiator%20Rubicon%20(Black).jpg,Added into the game in Update 4.4.0 and released in Season 179 (April 27, 2023 - May 11, 2023) as a Crew Season Prize car (Top 10 Crews).
,Jeep Gladiator (FnF),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Jeep/Jeep%20Gladiator/Jeep%20Gladiator%20(BilletSilver).jpg,Added into the game in Update 3.7.0 and released in Season 149 (March 3, 2022 - March 17, 2022) as a Prize car in the Fast and Furious: Fast Trial event.
,Jeep Grand Cherokee Trackhawk (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Jeep/Jeep%20Grand%20Cherokee%20Trackhawk/Jeep%20Grand%20Cherokee%20Trackhawk%20(BilletSilver)%201.jpg,Added into the game in Update 1.16.0 and released in Season 44 (February 22, 2018 - March 8, 2018) as a Prestige Cup car.
,Jeep Grand Cherokee Trackhawk (E.C. Level 50),T4,https://raw.githubusercontent.com/Nitro4CSR/ProjectMedia/main/ET-EC%20Specs%20Shots/2023-01-10_32.png,The car was added into the Elite Customs feature, in Update 2.13.0 and introduced in Season 106 (July 9, 2020 - July 23, 2020) as a part of the Elite Customs: Made In America car collection.
,Jeep Grand Cherokee Trackhawk (FnF),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Jeep/Jeep%20Grand%20Cherokee%20Trackhawk/Jeep%20Grand%20Cherokee%20Trackhawk%20(MatteGray).jpg,Added into the game in Update 3.7.0 and released in Season 149 (March 3, 2022 - March 17, 2022) as a featured paid car in the Fast and Furious: Prologue event.
,Lamborghini Countach LP 5000 QV (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/3.Legends/2.Restored/Lamborghini/Lamborghini%20Countach%20LP%205000%20QV/Lamborghini%20Countach%20LP%205000%20QV%20(DeepBlack).jpg,Added into the game in Update 1.23 and released in Season 62 (November 1, 2018 - November 15, 2018) as a part of the Legends campaign.
,Lamborghini Countach LP 5000 QV (E.C. Level 50),T4,https://raw.githubusercontent.com/Nitro4CSR/ProjectMedia/main/ET-EC%20Specs%20Shots/2023-01-10_31.png,The car was added into the Elite Customs feature, in Update 2.11.0 and introduced in Season 100 (April 16, 2020 - April 30, 2020) as a part of the Elite Customs: Legends V.2 car collection.
,Lamborghini Urus,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Lamborghini/Season%20046%20-%20Lamborghini%20Urus/Lamborghini%20Urus%20(BluAstreaus)%202.jpg,Added into the game in Update 1.17.0 and released in Season 46 (March 22, 2018 - April 5, 2018) as a Crew Milestone car.
,Lamborghini Urus,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Lamborghini/Season%20046%20-%20Lamborghini%20Urus/Lamborghini%20Urus%20(GialloAuge).jpg,Added into the game in Update 1.17.0 and released in Season 46 (March 22, 2018 - April 5, 2018) as a Crew Season car (Top 10 Crews).
,Lamborghini Urus Performante,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Lamborghini/Season%20190%20-%20Lamborghini%20Urus%20Performante/Lamborghini%20Urus%20Performante%20(GialloAuge).jpg,Added into the game in Update 4.7.0 and released in Season 190 (September 28, 2023 - October 12, 2023) as a Crew Milestone car.
,Lamborghini Urus Performante,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Lamborghini/Season%20190%20-%20Lamborghini%20Urus%20Performante/Lamborghini%20Urus%20Performante%20(VerdeViper).jpg,Added into the game in Update 4.7.0 and released in Season 190 (September 28, 2023 - October 12, 2023) as a Crew Season car (Top 10 Crews).
,Lamborghini Urus SE,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/1.Gold%20Star/Lamborghini/Season%20210%20-%20Lamborghini%20Urus%20SE/Lamborghini%20Urus%20SE%20(BiancoSapphirus).jpg,Added into the game in Update 5.1.0 and released in Season 210 (July 3, 2024 - July 17, 2024) as a Crew Milestone car.
,Lamborghini Urus SE,T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Lamborghini/Season%20210%20-%20Lamborghini%20Urus%20SE/Lamborghini%20Urus%20SE%20(ArancioEgon).jpg,Added into the game in Update 5.1.0 and released in Season 210 (July 3, 2024 - July 17, 2024) as a Crew Season car (Top 10 Crews).
,Lexus LC 500 (E.C. Level 0),T4,https://raw.githubusercontent.com/Nitro4CSR/CSR2-Specs-Catalog/main/2.Purple%20Star/Lexus/Lexus%20LC500%20(TNR)/Lexus%20LC500%20(TNR)%20(InfraRed).jpg,Added into the game in Update 3.8.x and released in Season 151 (March 31, 2022 - April 14, 2022) as a Bonus Chapter to the Elite Tuners feature and also as a required car for the Izzy's Tuner Challenge event.
,Lexus LC 500 (E.C. Level 35),T4,https://raw.githubusercontent.com/Nitro4CSR/ProjectMedia/main/ET-EC%20Specs%20Shots/2023-01-11_27.png,Added into the game in Update 3.8.x and released in Season 151 (March 31, 2022 - April 14, 2022) as a Bonus Chapter to the Elite Tuners feature and also as a required car for the Izzy's Tuner Challenge event.
